,lat,lon,diam,radius
6850,26.388026,-41.669619,22.376635,11.1883175 Kilometer
6851,29.442877,-40.043073,22.376625,11.1883125 Kilometer
6852,14.853245,-53.000775,22.374083,11.1870415 Kilometer
6875,17.927039,-38.762946,22.310424,11.155212 Kilometer
6877,8.371635,-67.947572,22.304483,11.1522415 Kilometer
6879,15.028938,-67.247623,22.302993,11.1514965 Kilometer
6907,33.707609,-59.132129,22.22351,11.111755 Kilometer
6926,7.48041,-40.888497,22.185898,11.092949 Kilometer
6933,4.465809,-64.442693,22.161286,11.080643 Kilometer
6935,-7.379265,-73.208555,22.157634,11.078817 Kilometer
6939,29.727467,-53.905565,22.150627,11.0753135 Kilometer
6951,11.562888,-50.097597,22.096443,11.0482215 Kilometer
6973,15.742587,-69.999651,22.028278,11.014139 Kilometer
6977,3.544475,-66.51376,22.009514,11.004757 Kilometer
6986,-9.478466,-61.570761,21.987292,10.993646 Kilometer
7006,29.630202,-27.28236,21.926332,10.963166 Kilometer
7019,36.376059,-40.916549,21.878403,10.9392015 Kilometer
7024,10.625245,-71.445581,21.863866,10.931933 Kilometer
7026,9.167183,-29.060109,21.859039,10.9295195 Kilometer
7032,-3.742244,-25.726099,21.846021,10.9230105 Kilometer
7034,9.769618,-39.642637,21.843398,10.921699 Kilometer
7039,11.950741,-72.352768,21.832041,10.9160205 Kilometer
7058,-3.879819,-63.403082,21.789458,10.894729 Kilometer
7080,6.520535,-73.755252,21.732293,10.8661465 Kilometer
7088,12.599005,-32.83692,21.708089,10.8540445 Kilometer
7094,28.15139,-53.899061,21.69559,10.847795 Kilometer
7120,4.507127,-60.985661,21.614506,10.807253 Kilometer
7122,32.919442,-72.301284,21.613006,10.806503 Kilometer
7132,26.900209,-25.697276,21.590681,10.7953405 Kilometer
7154,20.918477,-39.79027,21.545691,10.7728455 Kilometer
7167,9.088083,-59.87546,21.508161,10.7540805 Kilometer
7217,-1.921142,-27.759364,21.370753,10.6853765 Kilometer
7229,14.820673,-53.397238,21.335674,10.667837 Kilometer
7255,-7.11345,-42.941913,21.26798,10.63399 Kilometer
7258,11.44512,-61.816727,21.253223,10.6266115 Kilometer
7314,18.093789,-58.286614,21.090335,10.5451675 Kilometer
7333,1.282097,-36.503134,21.03797,10.518985 Kilometer
7336,32.74868,-67.783211,21.018429,10.5092145 Kilometer
7337,16.260416,-41.975561,21.014494,10.507247 Kilometer
7339,-10.717888,-35.407275,21.010598,10.505299 Kilometer
7341,17.009172,-29.879326,21.006309,10.5031545 Kilometer
7352,12.313573,-33.782255,20.976009,10.4880045 Kilometer
7374,10.594981,-65.48852,20.920545,10.4602725 Kilometer
7379,-9.746062,-57.47564,20.903253,10.4516265 Kilometer
7406,-8.720231,-29.479815,20.806154,10.403077 Kilometer
7416,2.023168,-66.329641,20.773008,10.386504 Kilometer
7464,31.388887,-25.009283,20.662008,10.331004 Kilometer
7504,-6.045011,-47.847022,20.527005,10.2635025 Kilometer
7523,8.445458,-70.418223,20.460875,10.2304375 Kilometer
7528,22.827407,-48.850792,20.446842,10.223421 Kilometer
7545,36.432069,-68.112192,20.391815,10.1959075 Kilometer
7561,-2.206361,-61.771662,20.345796,10.172898 Kilometer
7562,-5.898113,-67.238918,20.337728,10.168864 Kilometer
7574,29.639758,-34.416985,20.304712,10.152356 Kilometer
7576,7.516431,-49.085859,20.283229,10.1416145 Kilometer
7596,-3.302219,-43.45471,20.227218,10.113609 Kilometer
7601,21.027242,-30.418251,20.211061,10.1055305 Kilometer
7606,3.073055,-23.736871,20.192179,10.0960895 Kilometer
7641,29.200372,-71.343485,20.107244,10.053622 Kilometer
7678,-1.654805,-70.095861,20.015457,10.0077285 Kilometer
7690,4.264548,-62.817915,19.986962,9.993481 Kilometer
7699,31.038753,-39.917179,19.934871,9.9674355 Kilometer
7703,34.872406,-35.151081,19.918067,9.9590335 Kilometer
7715,28.168336,-48.414921,19.888787,9.9443935 Kilometer
7726,-10.283756,-66.884883,19.824741,9.9123705 Kilometer
7729,-0.775079,-30.395282,19.819052,9.909526 Kilometer
7759,-0.504832,-29.08226,19.712159,9.8560795 Kilometer
7791,13.106352,-28.1171,19.567501,9.7837505 Kilometer
7793,23.079378,-51.990263,19.558591,9.7792955 Kilometer
7849,15.557076,-27.497061,19.34277,9.671385 Kilometer
7872,14.449164,-36.518467,19.260952,9.630476 Kilometer
7883,14.964827,-66.233745,19.217498,9.608749 Kilometer
7895,28.334745,-54.859147,19.179274,9.589637 Kilometer
7899,30.969432,-67.758315,19.170752,9.585376 Kilometer
7902,-5.591397,-62.0105,19.166661,9.5833305 Kilometer
7911,21.834635,-33.573671,19.150309,9.5751545 Kilometer
7917,19.270962,-34.613062,19.128342,9.564171 Kilometer
7945,31.454782,-21.58649,19.052795,9.5263975 Kilometer
7961,33.805167,-24.78365,19.026814,9.513407 Kilometer
7971,-5.608982,-62.66852,19.002175,9.5010875 Kilometer
7976,0.26421,-58.790635,18.980175,9.4900875 Kilometer
7989,31.865588,-71.627768,18.944171,9.4720855 Kilometer
8008,35.625503,-36.008512,18.911966,9.455983 Kilometer
8023,11.027585,-42.437643,18.851535,9.4257675 Kilometer
8034,-7.820092,-45.469061,18.826059,9.4130295 Kilometer
8041,5.513793,-50.582153,18.801835,9.4009175 Kilometer
8053,0.309257,-52.763506,18.781724,9.390862 Kilometer
8054,17.694971,-34.025961,18.781059,9.3905295 Kilometer
8057,-10.001736,-46.237845,18.76995,9.384975 Kilometer
8063,-5.411412,-31.207661,18.745564,9.372782 Kilometer
8065,14.462485,-25.489061,18.742064,9.371032 Kilometer
8076,-8.148898,-46.184674,18.7206,9.3603 Kilometer
8122,-10.210028,-59.803914,18.592564,9.296282 Kilometer
8132,13.017677,-32.475935,18.556332,9.278166 Kilometer
8149,31.000826,-45.937824,18.522627,9.2613135 Kilometer
8155,25.421121,-56.431636,18.516476,9.258238 Kilometer
8161,12.965797,-62.264506,18.504287,9.2521435 Kilometer
8164,11.733054,-24.369869,18.490329,9.2451645 Kilometer
8166,-6.92426,-42.582158,18.486758,9.243379 Kilometer
8198,30.455062,-27.202709,18.425641,9.2128205 Kilometer
8228,1.644558,-59.559292,18.374321,9.1871605 Kilometer
8235,7.651785,-71.963298,18.362521,9.1812605 Kilometer
8238,-5.41985,-40.406937,18.355678,9.177839 Kilometer
8240,-5.067577,-63.897789,18.352804,9.176402 Kilometer
8254,17.043841,-36.394866,18.330077,9.1650385 Kilometer
8269,28.239841,-46.673783,18.308475,9.1542375 Kilometer
8272,22.671104,-32.691933,18.304609,9.1523045 Kilometer
8277,-6.807744,-60.970585,18.297608,9.148804 Kilometer
8305,-9.357016,-47.846839,18.233054,9.116527 Kilometer
8306,32.907941,-71.786753,18.231051,9.1155255 Kilometer
8325,21.829001,-30.112015,18.195852,9.097926 Kilometer
8337,2.752958,-62.963058,18.175935,9.0879675 Kilometer
8359,5.784118,-48.550214,18.138554,9.069277 Kilometer
8437,-6.170164,-33.206656,17.965902,8.982951 Kilometer
8474,2.329097,-65.043271,17.884429,8.9422145 Kilometer
8485,8.835044,-62.541222,17.851379,8.9256895 Kilometer
8500,9.138318,-56.573658,17.825812,8.912906 Kilometer
8514,27.633072,-43.298493,17.794544,8.897272 Kilometer
8535,23.625556,-34.953562,17.733537,8.8667685 Kilometer
8536,5.774069,-54.810263,17.731568,8.865784 Kilometer
8572,32.558204,-49.291123,17.666122,8.833061 Kilometer
8581,6.299154,-27.557925,17.651613,8.8258065 Kilometer
8593,31.761885,-51.071686,17.626793,8.8133965 Kilometer
8615,-10.7134,-45.49962,17.578622,8.789311 Kilometer
8641,22.542683,-45.028391,17.518802,8.759401 Kilometer
8648,0.146836,-39.59408,17.509513,8.7547565 Kilometer
8663,-1.344377,-30.784962,17.493158,8.746579 Kilometer
8679,-6.762884,-27.008124,17.476295,8.7381475 Kilometer
8688,-3.866409,-24.385262,17.457974,8.728987 Kilometer
8694,18.522079,-69.421376,17.447679,8.7238395 Kilometer
8712,16.92565,-65.087734,17.409645,8.7048225 Kilometer
8730,34.558547,-23.070681,17.35913,8.679565 Kilometer
8734,36.565653,-33.669428,17.35613,8.678065 Kilometer
8745,3.783849,-50.353727,17.337652,8.668826 Kilometer
8760,-1.761108,-71.73535,17.315037,8.6575185 Kilometer
8774,-0.614121,-69.715698,17.288873,8.6444365 Kilometer
8784,3.50175,-27.779524,17.278837,8.6394185 Kilometer
8796,32.854822,-49.605121,17.259343,8.6296715 Kilometer
8825,-10.125572,-42.802596,17.20483,8.602415 Kilometer
8837,6.88932,-28.680967,17.173567,8.5867835 Kilometer
8839,-7.885797,-26.272272,17.169414,8.584707 Kilometer
8840,2.649636,-59.46522,17.165754,8.582877 Kilometer
8848,18.765878,-71.408361,17.140355,8.5701775 Kilometer
8853,-8.157639,-53.109358,17.13425,8.567125 Kilometer
8860,32.448077,-40.383195,17.125436,8.562718 Kilometer
8868,6.948433,-62.191415,17.101019,8.5505095 Kilometer
8885,20.843345,-61.069927,17.073022,8.536511 Kilometer
8891,18.50428,-35.45846,17.056747,8.5283735 Kilometer
8915,17.001785,-70.878253,17.012409,8.5062045 Kilometer
8927,-3.057573,-26.435239,16.999298,8.499649 Kilometer
8929,-6.860576,-47.684632,16.996771,8.4983855 Kilometer
8930,-7.352798,-52.228023,16.996092,8.498046 Kilometer
8936,24.11956,-64.826658,16.983742,8.491871 Kilometer
8937,26.080291,-23.088897,16.982735,8.4913675 Kilometer
8939,26.533046,-47.033175,16.975217,8.4876085 Kilometer
8998,34.521783,-50.899184,16.877221,8.4386105 Kilometer
9018,5.560103,-67.71023,16.856768,8.428384 Kilometer
9029,10.33244,-52.685877,16.834953,8.4174765 Kilometer
9045,-10.943212,-66.703163,16.81897,8.409485 Kilometer
9052,32.730231,-46.951251,16.810972,8.405486 Kilometer
9060,2.34502,-53.815092,16.793097,8.3965485 Kilometer
9101,10.633886,-27.351338,16.742747,8.3713735 Kilometer
9118,33.123453,-72.670647,16.726861,8.3634305 Kilometer
9206,25.23688,-62.439077,16.601194,8.300597 Kilometer
9252,-5.151044,-65.187432,16.524734,8.262367 Kilometer
9255,26.098367,-38.663464,16.522227,8.2611135 Kilometer
9267,-4.435385,-45.871864,16.509375,8.2546875 Kilometer
9273,23.431767,-35.969259,16.503636,8.251818 Kilometer
9274,16.418972,-62.276766,16.501699,8.2508495 Kilometer
9277,29.744044,-54.56946,16.50062,8.25031 Kilometer
9280,-9.260095,-54.32876,16.495756,8.247878 Kilometer
9291,32.208269,-33.365812,16.482832,8.241416 Kilometer
9300,28.011351,-22.741362,16.473227,8.2366135 Kilometer
9324,-3.709242,-36.925843,16.433515,8.2167575 Kilometer
9331,-8.044476,-40.188007,16.419734,8.209867 Kilometer
9339,-8.1524,-52.247891,16.415844,8.207922 Kilometer
9352,22.688683,-26.523235,16.399097,8.1995485 Kilometer
9366,8.416734,-31.330961,16.383258,8.191629 Kilometer
9367,18.643485,-66.488157,16.383253,8.1916265 Kilometer
9373,-11.286799,-25.894683,16.375147,8.1875735 Kilometer
9420,34.042567,-52.990231,16.300259,8.1501295 Kilometer
9425,27.74647,-35.039555,16.291664,8.145832 Kilometer
9429,-4.581403,-66.698909,16.287356,8.143678 Kilometer
9463,9.090997,-33.065087,16.228805,8.1144025 Kilometer
9469,35.877852,-49.130084,16.214507,8.1072535 Kilometer
9507,16.28734,-69.315771,16.176549,8.0882745 Kilometer
9508,8.560794,-25.544841,16.176354,8.088177 Kilometer
9511,5.40909,-68.452726,16.168558,8.084279 Kilometer
9513,32.127944,-73.612165,16.161383,8.0806915 Kilometer
9521,1.590121,-61.857212,16.156118,8.078059 Kilometer
9587,12.027806,-21.555361,16.050354,8.025177 Kilometer
9598,34.881803,-44.543484,16.028898,8.014449 Kilometer
9601,17.614798,-32.475226,16.026619,8.0133095 Kilometer
9661,30.459129,-41.25843,15.946993,7.9734965 Kilometer
9670,20.492027,-45.112709,15.937632,7.968816 Kilometer
9716,11.397678,-32.771619,15.864498,7.932249 Kilometer
9721,35.706117,-57.426532,15.859007,7.9295035 Kilometer
9738,32.727574,-31.868687,15.83006,7.91503 Kilometer
9759,1.189993,-64.609904,15.79222,7.89611 Kilometer
9776,0.971222,-28.753873,15.761194,7.880597 Kilometer
9807,-0.389106,-27.182125,15.71095,7.855475 Kilometer
9813,26.305786,-38.995825,15.703588,7.851794 Kilometer
9836,0.569688,-49.490862,15.67417,7.837085 Kilometer
9840,-2.031076,-45.88006,15.664968,7.832484 Kilometer
9858,6.737049,-29.869899,15.641662,7.820831 Kilometer
9864,8.794116,-41.124262,15.633657,7.8168285 Kilometer
9878,-8.311862,-26.030482,15.621012,7.810506 Kilometer
9895,34.172341,-66.275109,15.589827,7.7949135 Kilometer
9902,7.849462,-62.971827,15.577539,7.7887695 Kilometer
9925,26.354888,-55.946158,15.529501,7.7647505 Kilometer
9953,31.233524,-39.448353,15.471041,7.7355205 Kilometer
9957,14.462502,-37.390162,15.459555,7.7297775 Kilometer
9963,0.447373,-66.264826,15.45259,7.726295 Kilometer
9999,0.610788,-41.629259,15.389272,7.694636 Kilometer
10016,32.188811,-27.037567,15.372249,7.6861245 Kilometer
10020,30.968051,-50.138718,15.368718,7.684359 Kilometer
10025,6.320063,-63.583677,15.36288,7.68144 Kilometer
10062,33.44349,-52.139132,15.304013,7.6520065 Kilometer
10079,16.859597,-33.15106,15.279363,7.6396815 Kilometer
10082,22.343892,-60.627958,15.274862,7.637431 Kilometer
10086,30.149084,-33.198932,15.265016,7.632508 Kilometer
10093,35.265532,-50.508219,15.255501,7.6277505 Kilometer
10112,25.085716,-58.881514,15.238746,7.619373 Kilometer
10125,-0.847127,-21.5382,15.220174,7.610087 Kilometer
10148,17.141857,-63.245775,15.183865,7.5919325 Kilometer
10154,-5.516638,-21.97216,15.178872,7.589436 Kilometer
10186,-1.762218,-63.291871,15.135406,7.567703 Kilometer
10209,-0.305198,-35.282362,15.110262,7.555131 Kilometer
10300,6.200394,-21.572962,15.022257,7.5111285 Kilometer
10306,9.993284,-23.439961,15.018571,7.5092855 Kilometer
10321,10.317216,-41.327631,15.002986,7.501493 Kilometer
10336,-4.798492,-57.978206,14.982492,7.491246 Kilometer
10349,35.150335,-27.417499,14.967935,7.4839675 Kilometer
10357,1.198034,-42.075079,14.960374,7.480187 Kilometer
10396,14.831594,-42.7704,14.907301,7.4536505 Kilometer
10399,-9.418115,-57.957455,14.904957,7.4524785 Kilometer
10401,-8.463765,-70.827452,14.902677,7.4513385 Kilometer
10404,19.495986,-29.469916,14.898635,7.4493175 Kilometer
10405,30.050116,-49.59088,14.898002,7.449001 Kilometer
10424,28.249567,-23.10536,14.859737,7.4298685 Kilometer
10432,18.547776,-67.812724,14.849958,7.424979 Kilometer
10449,-4.139176,-62.74431,14.833081,7.4165405 Kilometer
10495,28.430257,-64.376714,14.781196,7.390598 Kilometer
10515,27.804386,-49.102332,14.752187,7.3760935 Kilometer
10539,28.450717,-27.273435,14.720094,7.360047 Kilometer
10544,17.752459,-24.982952,14.716926,7.358463 Kilometer
10554,20.293289,-58.015963,14.702656,7.351328 Kilometer
10565,-2.054547,-28.730061,14.69097,7.345485 Kilometer
10573,2.782273,-31.395561,14.683266,7.341633 Kilometer
10622,31.694356,-49.717005,14.62123,7.310615 Kilometer
10629,-11.062895,-50.814679,14.611578,7.305789 Kilometer
10647,4.363766,-45.600338,14.590206,7.295103 Kilometer
10651,-7.162286,-40.31996,14.585569,7.2927845 Kilometer
10671,8.847181,-59.530356,14.562561,7.2812805 Kilometer
10713,32.482872,-36.353497,14.531704,7.265852 Kilometer
10748,12.41801,-24.749262,14.489156,7.244578 Kilometer
10758,36.607986,-65.249366,14.470084,7.235042 Kilometer
10814,3.020072,-61.440735,14.390567,7.1952835 Kilometer
10846,12.71031,-24.009562,14.340654,7.170327 Kilometer
10849,-9.593712,-23.744651,14.340178,7.170089 Kilometer
10868,-9.125339,-21.917506,14.319562,7.159781 Kilometer
10879,-9.85071,-59.266562,14.307971,7.1539855 Kilometer
10882,4.406631,-69.54629,14.305989,7.1529945 Kilometer
10884,12.618711,-69.412062,14.302651,7.1513255 Kilometer
10900,31.36008,-66.895499,14.282037,7.1410185 Kilometer
10930,3.092175,-26.896336,14.250624,7.125312 Kilometer
10942,32.313313,-56.489846,14.243529,7.1217645 Kilometer
10948,-5.272294,-25.711573,14.237012,7.118506 Kilometer
11000,36.076218,-43.809588,14.193841,7.0969205 Kilometer
11033,-10.366384,-29.978117,14.146634,7.073317 Kilometer
11039,22.081134,-22.741723,14.142866,7.071433 Kilometer
11064,8.952379,-64.005951,14.116361,7.0581805 Kilometer
11083,24.579934,-56.700544,14.095503,7.0477515 Kilometer
11089,6.848705,-27.78367,14.089619,7.0448095 Kilometer
11158,28.636875,-44.969961,14.01304,7.00652 Kilometer
11193,-8.128689,-64.410313,13.97136,6.98568 Kilometer
11222,3.714997,-58.988593,13.934377,6.9671885 Kilometer
11224,-2.501749,-61.159499,13.932359,6.9661795 Kilometer
11225,16.29805,-33.828388,13.931018,6.965509 Kilometer
11227,7.226744,-51.234659,13.93046,6.96523 Kilometer
11229,22.816189,-32.86336,13.928841,6.9644205 Kilometer
11274,-10.56399,-74.24412,13.885296,6.942648 Kilometer
11282,-4.247133,-45.99156,13.87527,6.937635 Kilometer
11284,4.39382,-45.962259,13.872867,6.9364335 Kilometer
11294,34.349034,-39.488182,13.863742,6.931871 Kilometer
11296,27.004241,-73.629916,13.862593,6.9312965 Kilometer
11343,35.703111,-56.720339,13.817523,6.9087615 Kilometer
11358,13.321723,-31.970699,13.801149,6.9005745 Kilometer
11371,35.999719,-23.162805,13.78179,6.890895 Kilometer
11404,-11.033437,-41.296374,13.748881,6.8744405 Kilometer
11429,0.925355,-23.423407,13.720684,6.860342 Kilometer
11484,21.543794,-40.777861,13.674143,6.8370715 Kilometer
11490,32.181305,-51.169812,13.668577,6.8342885 Kilometer
11517,-8.325895,-45.23416,13.641073,6.8205365 Kilometer
11542,30.0953,-53.894303,13.622667,6.8113335 Kilometer
11572,33.375543,-39.374001,13.587533,6.7937665 Kilometer
11605,-6.228124,-44.903462,13.550509,6.7752545 Kilometer
11633,-1.617472,-34.924884,13.532584,6.766292 Kilometer
11717,18.585022,-54.187617,13.458568,6.729284 Kilometer
11732,33.140871,-44.356802,13.446894,6.723447 Kilometer
11741,16.932931,-69.729566,13.433017,6.7165085 Kilometer
11775,25.063777,-41.004489,13.389582,6.694791 Kilometer
11776,29.850345,-67.510073,13.386186,6.693093 Kilometer
11780,11.570498,-51.925384,13.381054,6.690527 Kilometer
11833,20.57953,-24.032107,13.337862,6.668931 Kilometer
11839,31.785021,-30.831657,13.333306,6.666653 Kilometer
11876,-2.64579,-24.432657,13.29696,6.64848 Kilometer
11879,31.959911,-40.4798,13.294286,6.647143 Kilometer
11894,-2.899286,-34.184462,13.273071,6.6365355 Kilometer
11896,10.453916,-64.112249,13.272314,6.636157 Kilometer
11953,27.394755,-69.074967,13.226317,6.6131585 Kilometer
11972,3.901552,-68.544529,13.212228,6.606114 Kilometer
11984,14.93391,-37.407763,13.199854,6.599927 Kilometer
11990,26.160787,-43.161661,13.195348,6.597674 Kilometer
12013,-0.505096,-33.242641,13.17042,6.58521 Kilometer
12030,-8.002885,-28.792141,13.159157,6.5795785 Kilometer
12045,16.218587,-26.576708,13.146144,6.573072 Kilometer
12100,18.933911,-25.010888,13.110084,6.555042 Kilometer
12145,-10.567242,-26.416762,13.064466,6.532233 Kilometer
12152,19.817379,-56.624504,13.055112,6.527556 Kilometer
12155,5.074193,-47.156911,13.053951,6.5269755 Kilometer
12162,-10.940017,-49.911102,13.049755,6.5248775 Kilometer
12163,-4.739996,-64.320651,13.048451,6.5242255 Kilometer
12168,9.749638,-41.895574,13.044371,6.5221855 Kilometer
12183,-0.817843,-48.647947,13.033595,6.5167975 Kilometer
12191,31.535282,-55.639016,13.026909,6.5134545 Kilometer
12208,7.535385,-72.975958,13.014373,6.5071865 Kilometer
12211,27.951793,-49.521274,13.01084,6.50542 Kilometer
12221,9.378872,-46.261121,13.001641,6.5008205 Kilometer
12244,26.696403,-37.99334,12.979435,6.4897175 Kilometer
12287,21.587499,-36.033861,12.938356,6.469178 Kilometer
12293,28.394385,-49.203161,12.932733,6.4663665 Kilometer
12298,23.443409,-71.99818,12.927919,6.4639595 Kilometer
12318,32.235505,-42.375442,12.903072,6.451536 Kilometer
12332,-6.939569,-26.107869,12.883648,6.441824 Kilometer
12333,28.174019,-70.957185,12.882574,6.441287 Kilometer
12356,36.052934,-64.780278,12.859478,6.429739 Kilometer
12365,30.995094,-72.289249,12.843582,6.421791 Kilometer
12368,7.446053,-50.833426,12.841806,6.420903 Kilometer
12377,6.958716,-36.180662,12.834558,6.417279 Kilometer
12427,14.73122,-31.062903,12.789821,6.3949105 Kilometer
12464,5.13111,-48.075861,12.760369,6.3801845 Kilometer
12503,11.274772,-72.771971,12.735724,6.367862 Kilometer
12504,23.174294,-34.350746,12.735585,6.3677925 Kilometer
12511,31.320468,-55.39616,12.729209,6.3646045 Kilometer
12543,36.347243,-71.131524,12.699601,6.3498005 Kilometer
12606,30.650437,-24.748647,12.642277,6.3211385 Kilometer
12615,19.146141,-70.809718,12.636113,6.3180565 Kilometer
12667,-7.436029,-42.98546,12.587659,6.2938295 Kilometer
12668,29.815577,-38.761223,12.586718,6.293359 Kilometer
12673,18.461287,-63.452792,12.583321,6.2916605 Kilometer
12692,4.938696,-21.86019,12.565836,6.282918 Kilometer
12694,33.014148,-54.218754,12.563689,6.2818445 Kilometer
12699,-8.256179,-35.734461,12.56287,6.281435 Kilometer
12710,3.907732,-22.946861,12.549669,6.2748345 Kilometer
12735,31.008508,-44.990214,12.532318,6.266159 Kilometer
12740,6.687365,-59.574617,12.525765,6.2628825 Kilometer
12771,-1.627819,-61.267895,12.502074,6.251037 Kilometer
12803,-3.314731,-63.471717,12.485333,6.2426665 Kilometer
12816,-3.079245,-62.699754,12.47784,6.23892 Kilometer
12840,33.724683,-55.000512,12.461519,6.2307595 Kilometer
12866,7.156847,-67.961859,12.441071,6.2205355 Kilometer
12867,14.909515,-25.103417,12.440647,6.2203235 Kilometer
12872,11.858456,-71.348489,12.435457,6.2177285 Kilometer
12874,30.082824,-40.249334,12.434224,6.217112 Kilometer
12961,2.316582,-47.712553,12.361238,6.180619 Kilometer
12968,0.651889,-47.752962,12.349464,6.174732 Kilometer
12978,13.642315,-25.559561,12.336867,6.1684335 Kilometer
12995,-3.508996,-41.740763,12.326958,6.163479 Kilometer
12999,30.976252,-57.362559,12.325414,6.162707 Kilometer
13003,8.075758,-56.85073,12.324186,6.162093 Kilometer
13007,22.85545,-30.50631,12.322198,6.161099 Kilometer
13033,-9.121017,-45.827162,12.306162,6.153081 Kilometer
13055,28.971388,-22.465361,12.285436,6.142718 Kilometer
13060,-9.746575,-47.277361,12.28386,6.14193 Kilometer
13064,15.342805,-69.118118,12.281783,6.1408915 Kilometer
13074,-4.217855,-71.514059,12.276972,6.138486 Kilometer
13081,15.328598,-67.576364,12.271623,6.1358115 Kilometer
13094,26.864892,-64.527159,12.261545,6.1307725 Kilometer
13150,28.743297,-46.607471,12.216254,6.108127 Kilometer
13164,11.71752,-48.610163,12.204562,6.102281 Kilometer
13186,15.630714,-66.69956,12.186657,6.0933285 Kilometer
13191,1.363245,-26.735496,12.185153,6.0925765 Kilometer
13228,13.939246,-22.706918,12.156193,6.0780965 Kilometer
13230,35.271769,-54.291906,12.155255,6.0776275 Kilometer
13237,19.338918,-42.296884,12.148686,6.074343 Kilometer
13245,20.760401,-32.616089,12.141915,6.0709575 Kilometer
13254,25.208297,-57.546263,12.13594,6.06797 Kilometer
13302,35.175638,-44.878496,12.093063,6.0465315 Kilometer
13305,-7.56992,-73.968161,12.091458,6.045729 Kilometer
13308,34.722652,-27.036573,12.09102,6.04551 Kilometer
13316,22.165202,-22.10136,12.084946,6.042473 Kilometer
13343,13.801672,-72.505604,12.066225,6.0331125 Kilometer
13344,11.097788,-74.103608,12.066211,6.0331055 Kilometer
13373,33.991701,-31.278602,12.039997,6.0199985 Kilometer
13408,13.453918,-47.077761,12.011663,6.0058315 Kilometer
13429,33.451636,-63.247478,12.000565,6.0002825 Kilometer
13431,15.704214,-41.50596,11.99915,5.999575 Kilometer
13460,8.079301,-47.030715,11.980595,5.9902975 Kilometer
13485,9.397144,-58.485663,11.963368,5.981684 Kilometer
13489,6.962012,-30.632944,11.959057,5.9795285 Kilometer
13531,20.165449,-65.314616,11.929284,5.964642 Kilometer
13549,18.660209,-46.46126,11.918056,5.959028 Kilometer
13574,11.090122,-43.12636,11.899658,5.949829 Kilometer
13575,-10.653215,-67.853569,11.899113,5.9495565 Kilometer
13588,7.230493,-60.994209,11.887725,5.9438625 Kilometer
13624,12.334858,-48.316385,11.863351,5.9316755 Kilometer
13674,33.202219,-44.923323,11.833931,5.9169655 Kilometer
13770,14.973176,-73.091384,11.776066,5.888033 Kilometer
13779,3.708533,-34.213762,11.772259,5.8861295 Kilometer
13788,36.06671,-49.517136,11.767373,5.8836865 Kilometer
13795,32.98951,-54.984501,11.763579,5.8817895 Kilometer
13802,-7.73869,-59.777361,11.758273,5.8791365 Kilometer
13812,33.778254,-60.442161,11.749685,5.8748425 Kilometer
13840,15.622081,-70.707642,11.725599,5.8627995 Kilometer
13841,-6.299282,-49.402762,11.72546,5.86273 Kilometer
13843,3.149031,-38.135351,11.724636,5.862318 Kilometer
13857,28.221878,-64.028081,11.717207,5.8586035 Kilometer
13859,6.545221,-52.662435,11.715475,5.8577375 Kilometer
13893,-0.669237,-57.675463,11.688372,5.844186 Kilometer
13918,32.254023,-70.172206,11.67217,5.836085 Kilometer
13932,36.040728,-44.422447,11.668248,5.834124 Kilometer
13938,-1.731157,-49.665546,11.665116,5.832558 Kilometer
13944,17.773174,-65.294343,11.661562,5.830781 Kilometer
13949,15.666702,-41.22623,11.660513,5.8302565 Kilometer
13964,9.008786,-41.54706,11.651555,5.8257775 Kilometer
13966,20.208384,-61.990247,11.651399,5.8256995 Kilometer
13972,9.159545,-32.135363,11.646658,5.823329 Kilometer
13983,5.259771,-23.786362,11.640061,5.8200305 Kilometer
13998,34.101583,-58.861389,11.632024,5.816012 Kilometer
14018,14.726525,-73.134951,11.617311,5.8086555 Kilometer
14116,-7.78523,-61.509359,11.543064,5.771532 Kilometer
14140,33.492766,-63.574602,11.532134,5.766067 Kilometer
14142,2.97748,-51.792367,11.531113,5.7655565 Kilometer
14165,30.815067,-65.381179,11.511688,5.755844 Kilometer
14190,2.224383,-26.25661,11.495473,5.7477365 Kilometer
14196,29.253594,-39.02236,11.490132,5.745066 Kilometer
14211,23.496235,-46.048244,11.484714,5.742357 Kilometer
14224,16.649039,-36.094019,11.476749,5.7383745 Kilometer
14228,21.696707,-29.399361,11.475849,5.7379245 Kilometer
14247,-2.535648,-38.634859,11.465466,5.732733 Kilometer
14274,-4.176865,-48.533861,11.44616,5.72308 Kilometer
14335,26.975956,-26.897535,11.405111,5.7025555 Kilometer
14357,-6.294386,-24.769765,11.38832,5.69416 Kilometer
14366,29.149862,-71.530836,11.384655,5.6923275 Kilometer
14376,-10.757747,-41.875761,11.378657,5.6893285 Kilometer
14392,1.608796,-55.209459,11.367563,5.6837815 Kilometer
14407,9.065879,-42.54517,11.354992,5.677496 Kilometer
14410,-3.333157,-23.71006,11.352766,5.676383 Kilometer
14414,22.772907,-71.619658,11.351341,5.6756705 Kilometer
14416,-0.732597,-64.404635,11.3506,5.6753 Kilometer
14426,28.455064,-60.855887,11.346929,5.6734645 Kilometer
14429,17.263726,-39.956313,11.344952,5.672476 Kilometer
14441,2.753965,-52.069228,11.34244,5.67122 Kilometer
14449,34.720499,-28.392006,11.33968,5.66984 Kilometer
