,lat,lon,diam,radius
5208,23.57732336,-46.5317589,7.56214,3.78107 Kilometer
5209,5.516995061,-43.7252594,7.56189,3.780945 Kilometer
5231,32.60188373,-65.20935376,7.55408,3.77704 Kilometer
5239,26.02902182,-48.0758606,7.5513,3.77565 Kilometer
5254,30.10839879,-47.55848092,7.54653,3.773265 Kilometer
5262,30.01671406,-23.60462762,7.543127,3.7715635 Kilometer
5296,18.78822607,-30.1332604,7.52989,3.764945 Kilometer
5297,32.89198494,-65.02541066,7.52954,3.76477 Kilometer
5301,10.96913167,-47.4476601,7.52707,3.763535 Kilometer
5308,12.23321443,-62.08463048,7.524885,3.7624425 Kilometer
5309,35.31745226,-46.06000344,7.524844,3.762422 Kilometer
5347,3.673386205,-48.7628609,7.51225,3.756125 Kilometer
5348,-8.558246098,-45.41036,7.51225,3.756125 Kilometer
5349,-8.558246098,-42.4805619,7.51225,3.756125 Kilometer
5368,15.38299233,-30.52560496,7.507443,3.7537215 Kilometer
5379,36.1121571,-24.48412736,7.503881,3.7519405 Kilometer
5406,-5.376378529,-52.2386605,7.49445,3.747225 Kilometer
5457,13.64562696,-39.92489452,7.477861,3.7389305 Kilometer
5478,-10.4807552,-54.2935616,7.47007,3.735035 Kilometer
5479,21.47379169,-59.10251831,7.46948,3.73474 Kilometer
5488,-7.290467117,-57.2350594,7.46668,3.73334 Kilometer
5520,28.41512116,-30.8495614,7.45934,3.72967 Kilometer
5522,-0.328686421,-50.2188622,7.45882,3.72941 Kilometer
5542,2.330607126,-51.240461,7.45282,3.72641 Kilometer
5543,8.120433915,-42.1752602,7.45231,3.726155 Kilometer
5545,2.51246702,-32.2116601,7.45182,3.72591 Kilometer
5558,5.173980698,-69.66623852,7.447448,3.723724 Kilometer
5580,5.83712891,-63.38620779,7.440131,3.7200655 Kilometer
5585,31.60411659,-46.33429708,7.437879,3.7189395 Kilometer
5599,7.592567538,-39.92837907,7.433587,3.7167935 Kilometer
5602,-9.150026555,-53.0018593,7.43172,3.71586 Kilometer
5614,5.218845352,-34.0200593,7.42811,3.714055 Kilometer
5616,-5.247758561,-54.4755608,7.4276,3.7138 Kilometer
5621,31.0300361,-69.30721365,7.426459,3.7132295 Kilometer
5631,9.507212928,-41.9227616,7.42441,3.712205 Kilometer
5639,31.70638524,-39.79454944,7.42164,3.71082 Kilometer
5684,29.22291923,-26.5752598,7.40172,3.70086 Kilometer
5688,10.56533214,-51.7512604,7.4002,3.7001 Kilometer
5700,13.19113066,-56.0138604,7.39675,3.698375 Kilometer
5710,10.89413215,-52.1446587,7.39217,3.696085 Kilometer
5714,24.18402452,-22.0719601,7.39002,3.69501 Kilometer
5770,30.2126013,-43.59739431,7.370106,3.685053 Kilometer
5808,13.68632361,-64.0387328,7.36002,3.68001 Kilometer
5870,15.73245115,-55.09469959,7.336916,3.668458 Kilometer
5959,13.87043074,-44.4474617,7.30837,3.654185 Kilometer
5986,-8.929666068,-38.7640587,7.30115,3.650575 Kilometer
6027,-9.43975669,-31.7184597,7.29064,3.64532 Kilometer
6041,16.51652831,-57.4816605,7.28379,3.641895 Kilometer
6060,35.77758941,-57.2461506,7.27502,3.63751 Kilometer
6068,16.78102788,-58.5971619,7.27375,3.636875 Kilometer
6092,28.65640602,-66.33449121,7.263279,3.6316395 Kilometer
6112,29.38672103,-33.2802598,7.25558,3.62779 Kilometer
6133,25.40472355,-33.8849617,7.25088,3.62544 Kilometer
6148,20.55202743,-42.0225617,7.24545,3.622725 Kilometer
6167,9.579976141,-41.78652447,7.237836,3.618918 Kilometer
6180,-8.964466741,-27.2152611,7.23382,3.61691 Kilometer
6201,0.334154943,-48.9585297,7.227463,3.6137315 Kilometer
6220,9.085423985,-50.52709237,7.217329,3.6086645 Kilometer
6230,26.65002316,-72.97006,7.21325,3.606625 Kilometer
6248,-4.323269248,-63.0123612,7.20771,3.603855 Kilometer
6260,-11.22323736,-59.1168086,7.204213,3.6021065 Kilometer
6329,8.225054196,-35.8694588,7.18207,3.591035 Kilometer
6368,17.75662877,-51.2991616,7.16933,3.584665 Kilometer
6409,-5.668608353,-28.2192608,7.1551,3.57755 Kilometer
6432,19.76372672,-45.9739624,7.14981,3.574905 Kilometer
6447,-3.989459369,-67.6683632,7.14487,3.572435 Kilometer
6503,26.36102413,-37.9772622,7.12677,3.563385 Kilometer
6520,1.103967798,-35.0181595,7.12342,3.56171 Kilometer
6526,19.76372681,-73.4221627,7.1224,3.5612 Kilometer
6546,-11.2711524,-22.77429068,7.1176,3.5588 Kilometer
6550,2.65911687,-56.0197617,7.1171,3.55855 Kilometer
6575,19.21012688,-43.4493615,7.10881,3.554405 Kilometer
6586,29.24897805,-74.40715567,7.105937,3.5529685 Kilometer
6596,25.20832458,-66.1828591,7.10366,3.55183 Kilometer
6610,17.91872868,-32.6637589,7.09743,3.548715 Kilometer
6611,19.47612756,-46.2440621,7.09724,3.54862 Kilometer
6613,-9.300717047,-36.4213616,7.09568,3.54784 Kilometer
6642,4.45058705,-60.11159164,7.084793,3.5423965 Kilometer
6645,2.826097239,-44.94721367,7.083421,3.5417105 Kilometer
6672,23.65861714,-27.37085809,7.074026,3.537013 Kilometer
6681,7.028674874,-27.0155598,7.07129,3.535645 Kilometer
6687,-7.179788022,-48.4751603,7.06875,3.534375 Kilometer
6705,-7.441867587,-44.8818604,7.0646,3.5323 Kilometer
6707,4.209163708,-62.23020657,7.063999,3.5319995 Kilometer
6720,-9.694516685,-69.065664,7.05986,3.52993 Kilometer
6724,21.69132675,-58.0335595,7.05939,3.529695 Kilometer
6743,25.41012405,-31.5834614,7.05384,3.52692 Kilometer
6747,14.9640541,-54.01127348,7.05316,3.52658 Kilometer
6759,33.03347062,-68.32105779,7.05018,3.52509 Kilometer
6765,-3.210059935,-42.1752602,7.04858,3.52429 Kilometer
6774,31.39462889,-45.32368188,7.045058,3.522529 Kilometer
6789,27.87481576,-62.75922008,7.041043,3.5205215 Kilometer
6805,23.85152904,-63.31826915,7.034514101,3.517257050515 Kilometer
6835,31.71290806,-59.83668252,7.0239,3.51195 Kilometer
6859,22.59412596,-49.6669594,7.01428,3.50714 Kilometer
6886,-4.77981924,-61.9085595,7.00746,3.50373 Kilometer
6940,-11.13815572,-28.3072602,6.99036,3.49518 Kilometer
6949,17.46002904,-31.1607605,6.98628,3.49314 Kilometer
6958,23.15682602,-57.0882622,6.98529,3.492645 Kilometer
6965,6.713864829,-69.9933602,6.98387,3.491935 Kilometer
6970,-6.795138014,-65.7190606,6.98249,3.491245 Kilometer
7004,-7.622327598,-69.4884621,6.96973,3.484865 Kilometer
7009,25.18222416,-38.97837251,6.96736,3.48368 Kilometer
7023,-1.479400859,-73.0875603,6.96538,3.48269 Kilometer
7029,27.92332351,-22.1776597,6.96372,3.48186 Kilometer
7039,34.13810079,-62.25859994,6.96055,3.480275 Kilometer
7079,-6.73682808,-57.0824601,6.94687,3.473435 Kilometer
7082,34.28784737,-46.29489563,6.945164,3.472582 Kilometer
7089,34.35352717,-62.36590008,6.94277,3.471385 Kilometer
7090,33.76233707,-40.49703801,6.942761,3.4713805 Kilometer
7133,1.28008784,-39.0928589,6.92972,3.46486 Kilometer
7135,-1.538090837,-32.3819596,6.92891,3.464455 Kilometer
7139,21.75672635,-34.8596589,6.92797,3.463985 Kilometer
7147,11.20936488,-28.21709291,6.92557,3.462785 Kilometer
7177,13.77923171,-55.22706,6.9199,3.45995 Kilometer
7185,-11.55845612,-48.6336609,6.91636,3.45818 Kilometer
7212,14.08703097,-43.1205613,6.91068,3.45534 Kilometer
7221,-7.424407867,-63.8226601,6.9092,3.4546 Kilometer
7252,5.394245878,-38.9695603,6.90081,3.450405 Kilometer
7261,-8.157407306,-65.4431588,6.8971,3.44855 Kilometer
7286,8.538754093,-68.6488625,6.89062,3.44531 Kilometer
7329,18.64362818,-36.3861596,6.87608,3.43804 Kilometer
7356,-7.831787807,-49.4027611,6.86666,3.43333 Kilometer
7368,1.913997438,-58.3329598,6.86436,3.43218 Kilometer
7412,34.99697865,-48.79600832,6.85366,3.42683 Kilometer
7420,25.59562394,-45.4748589,6.85187,3.425935 Kilometer
7436,14.11543149,-52.2503602,6.84676,3.42338 Kilometer
7454,12.10823234,-51.7571618,6.83983,3.419915 Kilometer
7503,-9.786478369,-66.68505562,6.826756,3.413378 Kilometer
7512,32.67611453,-21.51137221,6.82371,3.411855 Kilometer
7554,36.63887158,-29.43293105,6.81099,3.405495 Kilometer
7581,-0.866461585,-37.45219777,6.802836,3.401418 Kilometer
7591,35.30358178,-71.20283294,6.80055,3.400275 Kilometer
7611,14.92263068,-68.5313622,6.79506,3.39753 Kilometer
7675,2.042889264,-62.68501807,6.777608,3.388804 Kilometer
7704,28.0271242,-32.0942589,6.76827,3.384135 Kilometer
7709,18.2425285,-43.2085587,6.76692,3.38346 Kilometer
7765,16.15580711,-29.11977579,6.749745,3.3748725 Kilometer
7770,18.71592849,-57.7634598,6.74827,3.374135 Kilometer
7778,18.78262837,-48.8332612,6.7456,3.3728 Kilometer
7850,6.60696651,-56.76066841,6.719827,3.3599135 Kilometer
7851,27.62090501,-21.58577101,6.719669,3.3598345 Kilometer
7868,23.95457732,-63.69361429,6.714117,3.3570585 Kilometer
7958,-7.26134798,-28.3894612,6.68918,3.34459 Kilometer
7968,7.413145082,-57.9924599,6.68712,3.34356 Kilometer
7989,15.44403106,-30.9141613,6.68137,3.340685 Kilometer
8026,13.69363145,-49.5201622,6.67315,3.336575 Kilometer
8044,27.66882365,-53.8708588,6.66728,3.33364 Kilometer
8053,30.59785201,-67.75389991,6.66517,3.332585 Kilometer
8087,14.42843143,-49.1326615,6.65176,3.32588 Kilometer
8099,12.31483277,-54.1643616,6.64907,3.324535 Kilometer
8110,-10.56756461,-30.40144501,6.644753,3.3223765 Kilometer
8127,12.61303224,-54.769159,6.64143,3.320715 Kilometer
8151,10.53178163,-27.07157501,6.635877,3.3179385 Kilometer
8175,20.13902948,-37.4253594,6.62838,3.31419 Kilometer
8199,27.42932388,-41.9697625,6.62085,3.310425 Kilometer
8205,30.60741892,-59.84168475,6.619930122,3.30996506119 Kilometer
8206,30.86142376,-71.90637492,6.619676,3.309838 Kilometer
8212,1.872917524,-53.2543618,6.61733,3.308665 Kilometer
8234,3.081356869,-55.2035614,6.61132,3.30566 Kilometer
8253,-8.564058054,-43.3671624,6.6072,3.3036 Kilometer
8259,18.53783027,-70.251661,6.60648,3.30324 Kilometer
8302,16.33073152,-40.4021622,6.59131,3.295655 Kilometer
8328,9.929713618,-54.7104622,6.58188,3.29094 Kilometer
8336,3.784716661,-65.3961617,6.57999,3.289995 Kilometer
8366,34.61414182,-41.37077024,6.574864,3.287432 Kilometer
8383,13.01383198,-40.3962609,6.57036,3.28518 Kilometer
8389,35.14704738,-41.7872663,6.56831,3.284155 Kilometer
8390,13.09393194,-40.5899598,6.56824,3.28412 Kilometer
8394,24.033927,-32.4758622,6.56735,3.283675 Kilometer
8396,17.04503132,-31.8535611,6.56673,3.283365 Kilometer
8421,-0.046840993,-46.9016625,6.56041,3.280205 Kilometer
8429,27.47622592,-34.4016625,6.55763,3.278815 Kilometer
8451,-2.588450544,-30.4326607,6.55369,3.276845 Kilometer
8452,31.34050134,-35.41823663,6.5532,3.2766 Kilometer
8476,-3.649649967,-30.3622605,6.54706,3.27353 Kilometer
8477,3.790576776,-33.3624588,6.54612,3.27306 Kilometer
8479,35.43483973,-40.43068598,6.54502,3.27251 Kilometer
8508,14.23503146,-45.9269616,6.53653,3.268265 Kilometer
8563,8.614234007,-68.002958,6.52005,3.260025 Kilometer
8589,-4.574989569,-69.9522606,6.51317,3.256585 Kilometer
8601,4.838646325,-66.6467568,6.51084,3.25542 Kilometer
8611,-3.772100285,-22.47282551,6.507066,3.253533 Kilometer
8623,-7.293194825,-58.08860865,6.503197,3.2515985 Kilometer
8704,4.019046607,-45.28116,6.48461,3.242305 Kilometer
8752,21.72952903,-65.0203606,6.47294,3.23647 Kilometer
8753,9.93528648,-64.70409215,6.472442,3.236221 Kilometer
8766,-5.645239122,-41.7818619,6.46894,3.23447 Kilometer
8782,20.04173936,-32.89593315,6.466202,3.233101 Kilometer
8785,9.773514349,-32.2234589,6.46534,3.23267 Kilometer
8816,-6.742658846,-51.79236,6.45549,3.227745 Kilometer
8821,6.824655483,-51.809961,6.45458,3.22729 Kilometer
8850,19.15730333,-51.92429331,6.447759,3.2238795 Kilometer
8857,-9.457127046,-67.2690636,6.44512,3.22256 Kilometer
8896,-10.0615392,-68.18408995,6.435689,3.2178445 Kilometer
8897,-8.105097861,-31.2018601,6.4355,3.21775 Kilometer
8899,-11.25395401,-22.45719208,6.43515,3.217575 Kilometer
8908,17.45659671,-26.00172715,6.43333,3.216665 Kilometer
8914,6.533055432,-69.6293618,6.4324,3.2162 Kilometer
8916,17.47683044,-48.5807587,6.43234,3.21617 Kilometer
8938,3.913606784,-30.3152615,6.42625,3.213125 Kilometer
8965,32.39502219,-69.26376615,6.41957,3.209785 Kilometer
9011,-8.418877657,-72.934858,6.40446,3.20223 Kilometer
9013,-9.862317419,-41.8053605,6.40434,3.20217 Kilometer
9021,30.05925912,-37.90341771,6.40032,3.20016 Kilometer
9026,-10.12255691,-41.7525612,6.39921,3.199605 Kilometer
9052,-1.156925601,-59.93946941,6.392942,3.196471 Kilometer
9054,15.09283175,-48.522062,6.39268,3.19634 Kilometer
9152,-9.762943551,-34.37461374,6.362093,3.1810465 Kilometer
9179,1.649887686,-72.6060616,6.35395,3.176975 Kilometer
9223,35.02160287,-35.71714416,6.34152,3.17076 Kilometer
9230,6.684705449,-49.1914612,6.33913,3.169565 Kilometer
9271,36.35525599,-42.75765504,6.330563,3.1652815 Kilometer
9276,18.71032961,-52.2738625,6.32898,3.16449 Kilometer
9288,15.38173216,-48.9271599,6.32564,3.16282 Kilometer
9306,12.52133324,-67.1222588,6.32053,3.160265 Kilometer
9323,11.27050138,-30.35429231,6.31681,3.158405 Kilometer
9358,-4.071459808,-41.6233613,6.30816,3.15408 Kilometer
9361,4.224026516,-30.4796597,6.30706,3.15353 Kilometer
9366,6.299286622,-30.27109961,6.304942,3.152471 Kilometer
9400,31.56652882,-43.56563783,6.294289,3.1471445 Kilometer
9422,32.24940136,-58.38461404,6.289039,3.1445195 Kilometer
9425,-3.227650371,-68.2554604,6.28844,3.14422 Kilometer
9435,26.63952695,-74.1678597,6.2859,3.14295 Kilometer
9459,6.172481404,-36.3992033,6.281613,3.1408065 Kilometer
9469,-8.889067598,-64.5330636,6.28009,3.140045 Kilometer
9505,21.60402991,-42.5098588,6.26997,3.134985 Kilometer
9509,15.3308319,-42.0343606,6.26944,3.13472 Kilometer
9513,5.54037589,-67.4804589,6.26913,3.134565 Kilometer
9541,18.99373116,-27.9373604,6.26064,3.13032 Kilometer
9556,21.89302941,-28.3072602,6.25737,3.128685 Kilometer
9557,3.14585709,-31.2076603,6.25706,3.12853 Kilometer
9560,15.75513183,-35.9575593,6.25654,3.12827 Kilometer
9584,33.8966827,-62.12064262,6.25311,3.126555 Kilometer
9618,-9.132637839,-26.6633603,6.24388,3.12194 Kilometer
9629,15.41876292,-38.12997831,6.24264,3.12132 Kilometer
9638,25.73556138,-36.90267506,6.240884,3.120442 Kilometer
9648,5.353326189,-24.3970601,6.2392,3.1196 Kilometer
9696,35.13893198,-23.72679818,6.225583,3.1127915 Kilometer
9708,18.52113048,-27.9608609,6.22089,3.110445 Kilometer
9714,28.81722617,-74.2089592,6.21841,3.109205 Kilometer
9720,13.08813327,-26.5165612,6.21681,3.108405 Kilometer
9751,5.368495032,-40.66908295,6.208015,3.1040075 Kilometer
9761,-2.254060701,-47.0014588,6.20443,3.102215 Kilometer
9783,-3.395734081,-56.2369591,6.19827,3.099135 Kilometer
9834,31.38909704,-65.98753433,6.184942,3.092471 Kilometer
9856,31.69987038,-45.62707842,6.17864,3.08932 Kilometer
9878,24.92112732,-55.503061,6.17218,3.08609 Kilometer
9894,6.568055547,-50.3304612,6.1686,3.0843 Kilometer
9902,-7.720679793,-41.83775212,6.165807,3.0829035 Kilometer
9907,35.09689441,-72.71269918,6.1638,3.0819 Kilometer
9953,-0.046840995,-53.1662613,6.15259,3.076295 Kilometer
9956,0.704734105,-57.8515603,6.15214,3.07607 Kilometer
9976,2.45380751,-46.566961,6.14699,3.073495 Kilometer
9988,2.940627218,-51.6984612,6.14453,3.072265 Kilometer
10021,36.19933065,-57.03921461,6.13537,3.067685 Kilometer
10033,17.79583121,-29.6576611,6.13326,3.06663 Kilometer
10043,23.4835221,-27.24797449,6.129979,3.0649895 Kilometer
10095,12.30165225,-62.73915556,6.116227,3.0581135 Kilometer
10099,33.45016681,-43.35078261,6.1151,3.05755 Kilometer
10110,-6.620188803,-47.8410622,6.11148,3.05574 Kilometer
10151,-7.488448868,-45.7156617,6.10002,3.05001 Kilometer
10152,13.24253331,-22.2011601,6.10001,3.050005 Kilometer
10168,28.38932648,-54.4814621,6.09825,3.049125 Kilometer
10170,13.35113297,-55.9786622,6.09728,3.04864 Kilometer
10188,1.878777652,-36.34506,6.09319,3.046595 Kilometer
10195,20.44203035,-39.0575615,6.09146,3.04573 Kilometer
10219,-1.91135664,-67.06207409,6.086962,3.043481 Kilometer
10220,3.204487136,-49.4203621,6.08695,3.043475 Kilometer
10238,9.395515963,-54.95766966,6.082852,3.041426 Kilometer
10239,-4.642381106,-57.77145568,6.082782,3.041391 Kilometer
10246,3.199384472,-61.59739066,6.08098,3.04049 Kilometer
10301,-9.584527871,-29.5285603,6.06659,3.033295 Kilometer
10369,-5.312079667,-65.8247582,6.04524,3.02262 Kilometer
10376,20.99672914,-70.23406,6.04475,3.022375 Kilometer
10393,-0.434376448,-42.0519616,6.04062,3.02031 Kilometer
10402,-11.04605713,-47.5650612,6.03846,3.01923 Kilometer
10424,-8.325928206,-22.7882611,6.03208,3.01604 Kilometer
10446,22.02372924,-28.6184613,6.0265,3.01325 Kilometer
10447,-7.02246912,-65.0027596,6.02575,3.012875 Kilometer
10451,36.18695948,-68.18310046,6.02484,3.01242 Kilometer
10467,28.7503267,-22.2833611,6.0219,3.01095 Kilometer
10503,30.79558087,-34.69012855,6.01342,3.00671 Kilometer
10529,-11.31095726,-64.6974617,6.00822,3.00411 Kilometer
10548,5.767276711,-61.76406065,6.003563,3.0017815 Kilometer
10586,4.87375664,-67.0459572,5.99422,2.99711 Kilometer
10595,-5.195129648,-65.9597603,5.99112,2.99556 Kilometer
10614,17.68230606,-59.72687717,5.985519,2.9927595 Kilometer
10630,34.53684206,-32.81237612,5.98234,2.99117 Kilometer
10650,33.82030309,-35.22662924,5.97825,2.989125 Kilometer
10671,-11.47795705,-35.4643609,5.97437,2.987185 Kilometer
10707,12.05653411,-29.493261,5.96213,2.981065 Kilometer
10708,7.6750957,-73.6100594,5.96211,2.981055 Kilometer
10709,7.721645483,-67.7211586,5.96146,2.98073 Kilometer
10712,-7.744528603,-60.6580597,5.96093,2.980465 Kilometer
10752,29.06587874,-25.5557332,5.950595,2.9752975 Kilometer
10789,16.57056929,-32.69550119,5.941946,2.970973 Kilometer
10809,12.02213416,-68.8366601,5.93838,2.96919 Kilometer
10824,8.042605865,-21.53768977,5.935225,2.9676125 Kilometer
10833,34.8400618,-41.54662939,5.93323,2.966615 Kilometer
10852,23.01102989,-28.9942605,5.929,2.9645 Kilometer
10884,15.74383253,-46.6608597,5.92199,2.960995 Kilometer
10911,7.180175631,-74.484861,5.91428,2.95714 Kilometer
10912,-4.334980217,-24.96656,5.91402,2.95701 Kilometer
10970,23.76012947,-45.6334588,5.89559,2.947795 Kilometer
10984,31.88229032,-52.93881645,5.89017,2.945085 Kilometer
10996,15.04743317,-37.0202614,5.8876,2.9438 Kilometer
11034,-0.692723363,-40.0909592,5.87647,2.938235 Kilometer
11040,27.70595217,-60.74557181,5.875595,2.9377975 Kilometer
11067,-3.192470458,-50.8236596,5.86775,2.933875 Kilometer
11071,21.96933023,-47.383062,5.86524,2.93262 Kilometer
11113,26.82700999,-30.74808765,5.853779,2.9268895 Kilometer
11157,-11.2994571,-70.5393578,5.84524,2.92262 Kilometer
11188,28.94549021,-37.76806501,5.835842,2.917921 Kilometer
11219,13.22543348,-39.6036622,5.82709,2.913545 Kilometer
11234,-0.51657943,-29.4404599,5.82303,2.911515 Kilometer
11239,-0.868861305,-49.1444603,5.82259,2.911295 Kilometer
11250,11.10173408,-41.6644608,5.8202,2.9101 Kilometer
11251,21.76223054,-24.3735615,5.82014,2.91007 Kilometer
11262,26.51352742,-37.4371621,5.81724,2.90862 Kilometer
11273,-3.309720437,-32.3995606,5.81352,2.90676 Kilometer
11283,4.259175617,-54.70359329,5.809214,2.904607 Kilometer
11288,24.50502912,-56.3602616,5.80786,2.90393 Kilometer
11301,32.96311039,-50.17441405,5.803895,2.9019475 Kilometer
11306,31.56935298,-27.48569065,5.80269,2.901345 Kilometer
11316,28.81722783,-54.1232621,5.80133,2.900665 Kilometer
11325,-7.738708961,-74.3028618,5.79908,2.89954 Kilometer
11362,22.30008367,-29.31497013,5.790759,2.8953795 Kilometer
11383,24.96902969,-29.3758599,5.78624,2.89312 Kilometer
11389,6.591386056,-21.6198613,5.78487,2.892435 Kilometer
11398,27.20502883,-26.0468613,5.7818,2.8909 Kilometer
11405,10.40363429,-31.9181611,5.78043,2.890215 Kilometer
11414,-7.104059007,-24.5026604,5.77848,2.88924 Kilometer
11455,-9.787107658,-73.6922585,5.76718,2.88359 Kilometer
11478,5.917250355,-64.03377779,5.763493,2.8817465 Kilometer
11515,8.591015768,-49.7374588,5.75804,2.87902 Kilometer
11580,18.03603201,-47.3536622,5.74421,2.872105 Kilometer
11594,30.80960453,-48.81059741,5.740506,2.870253 Kilometer
11603,-9.787107692,-56.4717614,5.7384,2.8692 Kilometer
11611,-3.573470377,-64.5506569,5.73479,2.867395 Kilometer
11628,-6.649359208,-48.6453606,5.73123,2.865615 Kilometer
11642,-6.93504941,-57.3583619,5.72782,2.86391 Kilometer
11650,2.296682534,-29.36393399,5.726464,2.863232 Kilometer
11655,16.97979762,-24.66105827,5.7252,2.8626 Kilometer
11657,18.62133233,-35.77556,5.72481,2.862405 Kilometer
11669,18.01933137,-69.6645638,5.72107,2.860535 Kilometer
11671,32.04486029,-65.69986868,5.72023,2.860115 Kilometer
11689,1.456187785,-51.1876618,5.71564,2.85782 Kilometer
11691,35.27856214,-42.47705291,5.71509,2.857545 Kilometer
11693,1.749667784,-41.699659,5.71482,2.85741 Kilometer
11707,11.29173476,-47.365461,5.7107,2.85535 Kilometer
11765,11.98193434,-54.4638611,5.69655,2.848275 Kilometer
11767,4.537958702,-60.47853203,5.695971,2.8479855 Kilometer
11770,22.2359302,-57.9924599,5.69534,2.84767 Kilometer
11776,12.1082342,-49.98406,5.69388,2.84694 Kilometer
11785,-5.580959708,-55.9316613,5.69029,2.845145 Kilometer
11793,14.54783333,-48.0934617,5.68867,2.844335 Kilometer
11847,-7.039959319,-44.9993607,5.67427,2.837135 Kilometer
11873,27.95972862,-73.66876,5.66677,2.833385 Kilometer
11879,21.66953,-27.2621609,5.66589,2.832945 Kilometer
11911,36.07709832,-30.90447581,5.65878,2.82939 Kilometer
11916,-6.392669254,-72.6471611,5.65802,2.82901 Kilometer
11943,24.49972912,-29.4991604,5.65053,2.825265 Kilometer
11957,0.44230534,-50.03580027,5.647178,2.823589 Kilometer
11989,5.540376327,-58.644159,5.63889,2.819445 Kilometer
11991,-1.925460971,-67.8092629,5.63827,2.819135 Kilometer
12009,32.62126293,-40.30805725,5.63207,2.816035 Kilometer
12035,10.46713487,-57.1176621,5.62245,2.811225 Kilometer
12036,-10.4633581,-46.6139618,5.62226,2.81113 Kilometer
12040,10.54223484,-41.0420624,5.62109,2.810545 Kilometer
12068,-0.064456493,-53.0370614,5.61357,2.806785 Kilometer
12097,-11.29375833,-48.1698624,5.60661,2.803305 Kilometer
12099,18.34843121,-71.2615639,5.60641,2.803205 Kilometer
12121,6.830486121,-67.650663,5.60152,2.80076 Kilometer
12147,6.523915544,-44.80048522,5.597087,2.7985435 Kilometer
12149,25.66972892,-48.1698624,5.59679,2.798395 Kilometer
12152,-10.60775768,-66.7641579,5.59607,2.798035 Kilometer
12155,-10.65385837,-69.0832573,5.59523,2.797615 Kilometer
12158,32.40149779,-35.37991515,5.59431,2.797155 Kilometer
12162,19.09688422,-62.87815368,5.593235,2.7966175 Kilometer
12175,27.42932781,-73.5337578,5.59076,2.79538 Kilometer
12217,34.20152574,-40.89820801,5.58152,2.79076 Kilometer
12219,22.51282981,-30.8201615,5.58075,2.790375 Kilometer
12224,-3.514870563,-68.8777596,5.57936,2.78968 Kilometer
12232,32.68579771,-42.11683102,5.57664,2.78832 Kilometer
12260,-9.236968677,-71.6783577,5.56821,2.784105 Kilometer
12276,-7.645609111,-26.986261,5.56358,2.78179 Kilometer
12286,-0.72208038,-26.3404614,5.56189,2.780945 Kilometer
12289,13.43683383,-50.8764588,5.56113,2.780565 Kilometer
12290,17.26943309,-33.9906594,5.56097,2.780485 Kilometer
12306,10.27837068,-72.81454977,5.557799,2.7788995 Kilometer
12308,-2.365530746,-47.770559,5.55758,2.77879 Kilometer
12345,8.660675259,-27.684961,5.54967,2.774835 Kilometer
12359,7.15104596,-68.8484627,5.54653,2.773265 Kilometer
12361,4.376267067,-52.7493607,5.54618,2.77309 Kilometer
12395,32.49205466,-26.5199894,5.53769,2.768845 Kilometer
12429,-11.44915768,-60.0650612,5.52908,2.76454 Kilometer
12456,31.91482875,-31.66273177,5.52206,2.76103 Kilometer
12478,20.16663175,-40.0909592,5.51688,2.75844 Kilometer
12479,15.22883309,-40.4255616,5.51688,2.75844 Kilometer
12503,-0.0468411,-39.2278611,5.51158,2.75579 Kilometer
12525,21.79493088,-30.0921608,5.50736,2.75368 Kilometer
12529,-6.20006973,-74.6492592,5.50637,2.753185 Kilometer
12542,2.952357444,-33.0453621,5.5043,2.75215 Kilometer
12549,-6.596859605,-66.6584603,5.50209,2.751045 Kilometer
12562,3.972187121,-44.4885613,5.49839,2.749195 Kilometer
12563,-6.923389503,-59.5542618,5.49837,2.749185 Kilometer
12594,-0.563551436,-65.9069573,5.48795,2.743975 Kilometer
12607,29.88182848,-40.6897599,5.48381,2.741905 Kilometer
12669,20.03433251,-43.8309609,5.47114,2.73557 Kilometer
12694,24.91457726,-29.22207509,5.465232,2.732616 Kilometer
12698,17.15949889,-22.59435827,5.4634,2.7317 Kilometer
12720,29.42772916,-44.335859,5.45832,2.72916 Kilometer
12731,29.49412775,-26.0703598,5.45475,2.727375 Kilometer
12733,19.0493323,-51.9685608,5.45438,2.72719 Kilometer
12756,-3.977740371,-36.0514618,5.44807,2.724035 Kilometer
12865,-9.50346826,-70.5217568,5.41279,2.706395 Kilometer
12884,21.72403126,-44.5296608,5.40996,2.70498 Kilometer
12886,-1.408961181,-25.34226,5.40978,2.70489 Kilometer
12891,1.937467789,-32.3056618,5.40836,2.70418 Kilometer
12916,17.54403243,-50.0955597,5.40198,2.70099 Kilometer
12929,-3.977740394,-49.8959595,5.39835,2.699175 Kilometer
12966,12.06803434,-23.6220604,5.38992,2.69496 Kilometer
12977,25.3570294,-74.2089592,5.38696,2.69348 Kilometer
13001,19.07703285,-65.9538628,5.38105,2.690525 Kilometer
13023,10.16673556,-31.9944607,5.37565,2.687825 Kilometer
13070,15.39313331,-56.5833603,5.36299,2.681495 Kilometer
13080,35.26755582,-29.54023119,5.36106,2.68053 Kilometer
13094,19.31769928,-43.66373095,5.359826,2.679913 Kilometer
13108,26.00263055,-70.9855629,5.35786,2.67893 Kilometer
13123,-3.127980571,-45.8389603,5.35402,2.67701 Kilometer
13159,30.65721795,-34.2455994,5.3454,2.6727 Kilometer
