OBJECTID,Join_Count,TARGET_FID,Field1,lat,lon,diam,radius,BUFF_DIST,ORIG_FID,Group_ID,Central_La,Central_Lo,Geodesic_a,Shape_Length,Shape_Area
696,0,696,1,28.249567,-23.10536,14.859737,7.4298685 Kilometer,7429.8685,695,,,,,1.171729282,0.108590127
697,0,697,1,18.547776,-67.812724,14.849958,7.424979 Kilometer,7424.979,696,,,,,1.125924965,0.100764375
698,0,698,1,-4.139176,-62.74431,14.833081,7.4165405 Kilometer,7416.5405,697,,,,,1.095895766,0.095562777
699,0,699,1,28.430257,-64.376714,14.781196,7.390598 Kilometer,7390.598,698,,,,,1.166621941,0.107627963
700,0,700,1,27.804386,-49.102332,14.752187,7.3760935 Kilometer,7376.0935,699,,,,,1.160621014,0.106581992
701,0,701,1,28.450717,-27.273435,14.720094,7.360047 Kilometer,7360.047,700,,,,,1.161922557,0.10676063
702,0,702,1,17.752459,-24.982952,14.716926,7.358463 Kilometer,7358.463,701,,,,,1.113205045,0.098517572
703,0,703,1,20.293289,-58.015963,14.702656,7.351328 Kilometer,7351.328,702,,,,,1.12102417,0.099841793
704,0,704,1,-2.054547,-28.730061,14.69097,7.345485 Kilometer,7345.485,703,,,,,1.084326644,0.093555895
705,0,705,1,2.782273,-31.395561,14.683266,7.341633 Kilometer,7341.633,704,,,,,1.08404894,0.093507947
706,0,706,1,31.694356,-49.717005,14.62123,7.310615 Kilometer,7310.615,705,,,,,1.175284909,0.108842509
707,0,707,1,-11.062895,-50.814679,14.611578,7.305789 Kilometer,7305.789,706,,,,,1.088350408,0.094239014
708,0,708,1,4.363766,-45.600338,14.590206,7.295103 Kilometer,7295.103,707,,,,,1.078108074,0.092485527
709,0,709,1,-7.162286,-40.31996,14.585569,7.2927845 Kilometer,7292.7845,708,,,,,1.080436394,0.092883584
710,0,710,1,8.847181,-59.530356,14.562561,7.2812805 Kilometer,7281.2805,709,,,,,1.080981609,0.092974495
711,0,711,1,32.482872,-36.353497,14.531704,7.265852 Kilometer,7265.852,710,,,,,1.173766094,0.108445495
712,0,712,1,12.41801,-24.749262,14.489156,7.244578 Kilometer,7244.578,711,,,,,1.081929851,0.093123113
713,0,713,1,36.607986,-65.249366,14.470084,7.235042 Kilometer,7235.042,712,,,,,1.202457722,0.112995144
714,0,714,1,3.020072,-61.440735,14.390567,7.1952835 Kilometer,7195.2835,713,,,,,1.062550124,0.089835641
715,0,715,1,12.71031,-24.009562,14.340654,7.170327 Kilometer,7170.327,714,,,,,1.071460451,0.091327626
716,0,716,1,-9.593712,-23.744651,14.340178,7.170089 Kilometer,7170.089,715,,,,,1.065610904,0.090347291
717,0,717,1,-9.125339,-21.917506,14.319562,7.159781 Kilometer,7159.781,716,,,,,1.063354591,0.089966226
718,0,718,1,-9.85071,-59.266562,14.307971,7.1539855 Kilometer,7153.9855,717,,,,,1.063630154,0.09001089
719,0,719,1,4.406631,-69.54629,14.305989,7.1529945 Kilometer,7152.9945,718,,,,,1.057135897,0.088922143
720,0,720,1,12.618711,-69.412062,14.302651,7.1513255 Kilometer,7151.3255,719,,,,,1.068425059,0.09081142
721,0,721,1,31.36008,-66.895499,14.282037,7.1410185 Kilometer,7141.0185,720,,,,,1.145721627,0.103479652
722,0,722,1,3.092175,-26.896336,14.250624,7.125312 Kilometer,7125.312,721,,,,,1.052252079,0.088102645
723,0,723,1,32.313313,-56.489846,14.243529,7.1217645 Kilometer,7121.7645,722,,,,,1.149272229,0.103991143
724,0,724,1,-5.272294,-25.711573,14.237012,7.118506 Kilometer,7118.506,723,,,,,1.052713792,0.088179454
725,0,725,1,36.076218,-43.809588,14.193841,7.0969205 Kilometer,7096.9205,724,,,,,1.174835754,0.10798196
726,0,726,1,-10.366384,-29.978117,14.146634,7.073317 Kilometer,7073.317,725,,,,,1.052490079,0.088133533
727,0,727,1,22.081134,-22.741723,14.142866,7.071433 Kilometer,7071.433,726,,,,,1.085226683,0.093507314
728,0,728,1,8.952379,-64.005951,14.116361,7.0581805 Kilometer,7058.1805,727,,,,,1.048010558,0.087388869
729,0,729,1,24.579934,-56.700544,14.095503,7.0477515 Kilometer,7047.7515,728,,,,,1.092473259,0.094646054
730,0,730,1,6.848705,-27.78367,14.089619,7.0448095 Kilometer,7044.8095,729,,,,,1.043344115,0.086615589
731,0,731,1,28.636875,-44.969961,14.01304,7.00652 Kilometer,7006.52,730,,,,,1.107181542,0.096921009
732,0,732,1,-8.128689,-64.410313,13.97136,6.98568 Kilometer,6985.68,731,,,,,1.03611657,0.085418013
733,0,733,1,3.714997,-58.988593,13.934377,6.9671885 Kilometer,6967.1885,732,,,,,1.02923276,0.084289857
734,0,734,1,-2.501749,-61.159499,13.932359,6.9661795 Kilometer,6966.1795,733,,,,,1.028491496,0.084168599
735,0,735,1,16.29805,-33.828388,13.931018,6.965509 Kilometer,6965.509,734,,,,,1.049530404,0.0875921
736,0,736,1,7.226744,-51.234659,13.93046,6.96523 Kilometer,6965.23,735,,,,,1.031980375,0.084738612
737,0,737,1,22.816189,-32.86336,13.928841,6.9644205 Kilometer,6964.4205,736,,,,,1.071807488,0.091180473
738,0,738,1,-10.56399,-74.24412,13.885296,6.942648 Kilometer,6942.648,737,,,,,1.033379603,0.084961272
739,0,739,1,-4.247133,-45.99156,13.87527,6.937635 Kilometer,6937.635,738,,,,,1.025198825,0.083630328
740,0,740,1,4.39382,-45.962259,13.872867,6.9364335 Kilometer,6936.4335,739,,,,,1.025120622,0.083617535
741,0,741,1,34.349034,-39.488182,13.863742,6.931871 Kilometer,6931.871,740,,,,,1.133550372,0.100848384
742,0,742,1,27.004241,-73.629916,13.862593,6.9312965 Kilometer,6931.2965,741,,,,,1.086337854,0.093435156
743,0,743,1,35.703111,-56.720339,13.817523,6.9087615 Kilometer,6908.7615,742,,,,,1.140573286,0.101850372
744,0,744,1,13.321723,-31.970699,13.801149,6.9005745 Kilometer,6900.5745,743,,,,,1.032446778,0.084793498
745,0,745,1,35.999719,-23.162805,13.78179,6.890895 Kilometer,6890.895,744,,,,,1.140086735,0.101704003
746,0,746,1,-11.033437,-41.296374,13.748881,6.8744405 Kilometer,6874.4405,745,,,,,1.024037303,0.083430192
747,0,747,1,0.925355,-23.423407,13.720684,6.860342 Kilometer,6860.342,746,,,,,1.012447568,0.081562966
748,0,748,1,21.543794,-40.777861,13.674143,6.8370715 Kilometer,6837.0715,747,,,,,1.04718169,0.087083956
749,0,749,1,32.181305,-51.169812,13.668577,6.8342885 Kilometer,6834.2885,748,,,,,1.101977197,0.09562532
750,0,750,1,-8.325895,-45.23416,13.641073,6.8205365 Kilometer,6820.5365,749,,,,,1.011875121,0.081467329
751,0,751,1,30.0953,-53.894303,13.622667,6.8113335 Kilometer,6811.3335,750,,,,,1.084872217,0.092917281
752,0,752,1,33.375543,-39.374001,13.587533,6.7937665 Kilometer,6793.7665,751,,,,,1.103778181,0.095771597
753,0,753,1,-6.228124,-44.903462,13.550509,6.7752545 Kilometer,6775.2545,752,,,,,1.002794922,0.080014006
754,0,754,1,-1.617472,-34.924884,13.532584,6.766292 Kilometer,6766.292,753,,,,,0.99870105,0.079363069
755,0,755,1,18.585022,-54.187617,13.458568,6.729284 Kilometer,6729.284,754,,,,,1.020540899,0.082783016
756,0,756,1,33.140871,-44.356802,13.446894,6.723447 Kilometer,6723.447,755,,,,,1.090691246,0.093547448
757,0,757,1,16.932931,-69.729566,13.433017,6.7165085 Kilometer,6716.5085,756,,,,,1.013738734,0.081710838
758,0,758,1,25.063777,-41.004489,13.389582,6.694791 Kilometer,6694.791,757,,,,,1.039934127,0.085736774
759,0,759,1,29.850345,-67.510073,13.386186,6.693093 Kilometer,6693.093,758,,,,,1.064584112,0.08949798
760,0,760,1,11.570498,-51.925384,13.381054,6.690527 Kilometer,6690.527,759,,,,,0.997587094,0.079173526
761,0,761,1,20.57953,-24.032107,13.337862,6.668931 Kilometer,6668.931,760,,,,,1.017952047,0.082317791
762,0,762,1,31.785021,-30.831657,13.333306,6.666653 Kilometer,6666.653,761,,,,,1.07234254,0.090599197
763,0,763,1,-2.64579,-24.432657,13.29696,6.64848 Kilometer,6648.48,762,,,,,0.981639542,0.076674491
764,0,764,1,31.959911,-40.4798,13.294286,6.647143 Kilometer,6647.143,763,,,,,1.070343348,0.090240802
765,0,765,1,-2.899286,-34.184462,13.273071,6.6365355 Kilometer,6636.5355,764,,,,,0.979980485,0.076415438
766,0,766,1,10.453916,-64.112249,13.272314,6.636157 Kilometer,6636.157,765,,,,,0.987579028,0.077596942
767,0,767,1,27.394755,-69.074967,13.226317,6.6131585 Kilometer,6613.1585,766,,,,,1.038450334,0.08535259
768,0,768,1,3.901552,-68.544529,13.212228,6.606114 Kilometer,6606.114,767,,,,,0.975996099,0.075795218
769,0,769,1,14.93391,-37.407763,13.199854,6.599927 Kilometer,6599.927,768,,,,,0.991046819,0.078116468
770,0,770,1,26.160787,-43.161661,13.195348,6.597674 Kilometer,6597.674,769,,,,,1.029928284,0.084034991
771,0,771,1,-0.505096,-33.242641,13.17042,6.58521 Kilometer,6585.21,770,,,,,0.971797569,0.075144662
772,0,772,1,-8.002885,-28.792141,13.159157,6.5795785 Kilometer,6579.5785,771,,,,,0.975728,0.075751015
773,0,773,1,16.218587,-26.576708,13.146144,6.573072 Kilometer,6573.072,772,,,,,0.990190768,0.077967875
774,0,774,1,18.933911,-25.010888,13.110084,6.555042 Kilometer,6555.042,773,,,,,0.995184919,0.078713605
775,0,775,1,-10.567242,-26.416762,13.064466,6.532233 Kilometer,6532.233,774,,,,,0.972293371,0.07521302
776,0,776,1,19.817379,-56.624504,13.055112,6.527556 Kilometer,6527.556,775,,,,,0.993820499,0.078479305
777,0,777,1,5.074193,-47.156911,13.053951,6.5269755 Kilometer,6526.9755,776,,,,,0.965080206,0.074108895
778,0,778,1,-10.940017,-49.911102,13.049755,6.5248775 Kilometer,6524.8775,777,,,,,0.971806742,0.075136517
779,0,779,1,-4.739996,-64.320651,13.048451,6.5242255 Kilometer,6524.2255,778,,,,,0.96443141,0.074009388
780,0,780,1,9.749638,-41.895574,13.044371,6.5221855 Kilometer,6522.1855,779,,,,,0.969542798,0.074790344
781,0,781,1,-0.817843,-48.647947,13.033595,6.5167975 Kilometer,6516.7975,780,,,,,0.961731512,0.073595918
782,0,782,1,31.535282,-55.639016,13.026909,6.5134545 Kilometer,6513.4545,781,,,,,1.046122879,0.086250605
783,0,783,1,7.535385,-72.975958,13.014373,6.5071865 Kilometer,6507.1865,782,,,,,0.964451285,0.074010676
784,0,784,1,27.951793,-49.521274,13.01084,6.50542 Kilometer,6505.42,783,,,,,1.02437658,0.08301619
785,0,785,1,9.378872,-46.261121,13.001641,6.5008205 Kilometer,6500.8205,784,,,,,0.965834595,0.074220188
786,0,786,1,26.696403,-37.99334,12.979435,6.4897175 Kilometer,6489.7175,785,,,,,1.015625838,0.081685688
787,0,787,1,21.587499,-36.033861,12.938356,6.469178 Kilometer,6469.178,786,,,,,0.990989009,0.077987004
788,0,788,1,28.394385,-49.203161,12.932733,6.4663665 Kilometer,6466.3665,787,,,,,1.020534072,0.082362319
789,0,789,1,23.443409,-71.99818,12.927919,6.4639595 Kilometer,6463.9595,788,,,,,0.997258896,0.078913865
790,0,790,1,32.235505,-42.375442,12.903072,6.451536 Kilometer,6451.536,789,,,,,1.040607,0.08526416
791,0,791,1,-6.939569,-26.107869,12.883648,6.441824 Kilometer,6441.824,790,,,,,0.954129132,0.072435431
792,0,792,1,28.174019,-70.957185,12.882574,6.441287 Kilometer,6441.287,791,,,,,1.015424671,0.081555722
793,0,793,1,36.052934,-64.780278,12.859478,6.429739 Kilometer,6429.739,792,,,,,1.064201792,0.088605581
794,0,794,1,30.995094,-72.289249,12.843582,6.421791 Kilometer,6421.791,793,,,,,1.028107386,0.083361317
795,0,795,1,7.446053,-50.833426,12.841806,6.420903 Kilometer,6420.903,794,,,,,0.95156421,0.07204603
796,0,796,1,6.958716,-36.180662,12.834558,6.417279 Kilometer,6417.279,795,,,,,0.950512569,0.071887248
797,0,797,1,14.73122,-31.062903,12.789821,6.3949105 Kilometer,6394.9105,796,,,,,0.959798714,0.073269536
798,0,798,1,5.13111,-48.075861,12.760369,6.3801845 Kilometer,6380.1845,797,,,,,0.94341653,0.070818932
799,0,799,1,11.274772,-72.771971,12.735724,6.367862 Kilometer,6367.862,798,,,,,0.948971785,0.071645643
800,0,800,1,23.174294,-34.350746,12.735585,6.3677925 Kilometer,6367.7925,799,,,,,0.981364799,0.076428261
801,0,801,1,31.320468,-55.39616,12.729209,6.3646045 Kilometer,6364.6045,800,,,,,1.020906114,0.082164692
802,0,802,1,36.347243,-71.131524,12.699601,6.3498005 Kilometer,6349.8005,801,,,,,1.053263652,0.086741368
803,0,803,1,30.650437,-24.748647,12.642277,6.3211385 Kilometer,6321.1385,802,,,,,1.009971415,0.080478905
804,0,804,1,19.146141,-70.809718,12.636113,6.3180565 Kilometer,6318.0565,803,,,,,0.959843315,0.073218023
805,0,805,1,-7.436029,-42.98546,12.587659,6.2938295 Kilometer,6293.8295,804,,,,,0.932720369,0.069220675
806,0,806,1,29.815577,-38.761223,12.586718,6.293359 Kilometer,6293.359,805,,,,,1.000808021,0.079098532
807,0,807,1,18.461287,-63.452792,12.583321,6.2916605 Kilometer,6291.6605,806,,,,,0.953810213,0.072312595
808,0,808,1,4.938696,-21.86019,12.565836,6.282918 Kilometer,6282.918,807,,,,,0.928895682,0.068655631
809,0,809,1,33.014148,-54.218754,12.563689,6.2818445 Kilometer,6281.8445,808,,,,,1.018219599,0.081543768
810,0,810,1,-8.256179,-35.734461,12.56287,6.281435 Kilometer,6281.435,809,,,,,0.931808634,0.069084451
811,0,811,1,3.907732,-22.946861,12.549669,6.2748345 Kilometer,6274.8345,810,,,,,0.927053145,0.068383667
812,0,812,1,31.008508,-44.990214,12.532318,6.266159 Kilometer,6266.159,811,,,,,1.003268123,0.079380362
813,0,813,1,6.687365,-59.574617,12.525765,6.2628825 Kilometer,6262.8825,812,,,,,0.927378413,0.068430605
814,0,814,1,-1.627819,-61.267895,12.502074,6.251037 Kilometer,6251.037,813,,,,,0.922648352,0.067735509
815,0,815,1,-3.314731,-63.471717,12.485333,6.2426665 Kilometer,6242.6665,814,,,,,0.921998971,0.067640128
816,0,816,1,-3.079245,-62.699754,12.47784,6.23892 Kilometer,6238.92,815,,,,,0.921339753,0.067543457
817,0,817,1,33.724683,-55.000512,12.461519,6.2307595 Kilometer,6230.7595,816,,,,,1.014628155,0.080880635
818,0,818,1,7.156847,-67.961859,12.441071,6.2205355 Kilometer,6220.5355,817,,,,,0.921568656,0.067575526
819,0,819,1,14.909515,-25.103417,12.440647,6.2203235 Kilometer,6220.3235,818,,,,,0.933988381,0.069380265
820,0,820,1,11.858456,-71.348489,12.435457,6.2177285 Kilometer,6217.7285,819,,,,,0.927578362,0.068449366
821,0,821,1,30.082824,-40.249334,12.434224,6.217112 Kilometer,6217.112,820,,,,,0.990154078,0.077401057
822,0,822,1,2.316582,-47.712553,12.361238,6.180619 Kilometer,6180.619,821,,,,,0.912443073,0.066245278
823,0,823,1,0.651889,-47.752962,12.349464,6.174732 Kilometer,6174.732,822,,,,,0.911230779,0.066069381
824,0,824,1,13.642315,-25.559561,12.336867,6.1684335 Kilometer,6168.4335,823,,,,,0.923532629,0.06784449
825,0,825,1,-3.508996,-41.740763,12.326958,6.163479 Kilometer,6163.479,824,,,,,0.910395096,0.065948166
826,0,826,1,30.976252,-57.362559,12.325414,6.162707 Kilometer,6162.707,825,,,,,0.986517907,0.076754768
827,0,827,1,8.075758,-56.85073,12.324186,6.162093 Kilometer,6162.093,826,,,,,0.913895863,0.066453938
828,0,828,1,22.85545,-30.50631,12.322198,6.161099 Kilometer,6161.099,827,,,,,0.948317513,0.071377741
829,0,829,1,-9.121017,-45.827162,12.306162,6.153081 Kilometer,6153.081,828,,,,,0.913829579,0.066442739
830,0,830,1,28.971388,-22.465361,12.285436,6.142718 Kilometer,6142.718,829,,,,,0.972389513,0.074733919
831,0,831,1,-9.746575,-47.277361,12.28386,6.14193 Kilometer,6141.93,830,,,,,0.913009713,0.066322341
832,0,832,1,15.342805,-69.118118,12.281783,6.1408915 Kilometer,6140.8915,831,,,,,0.923028881,0.067757844
833,0,833,1,-4.217855,-71.514059,12.276972,6.138486 Kilometer,6138.486,832,,,,,0.907082941,0.065469086
834,0,834,1,15.328598,-67.576364,12.271623,6.1358115 Kilometer,6135.8115,833,,,,,0.922233104,0.067641187
835,0,835,1,26.864892,-64.527159,12.261545,6.1307725 Kilometer,6130.7725,834,,,,,0.960221641,0.07300694
836,0,836,1,28.743297,-46.607471,12.216254,6.108127 Kilometer,6108.127,835,,,,,0.965748153,0.073732492
837,0,837,1,11.71752,-48.610163,12.204562,6.102281 Kilometer,6102.281,836,,,,,0.910117088,0.065896939
838,0,838,1,15.630714,-66.69956,12.186657,6.0933285 Kilometer,6093.3285,837,,,,,0.91653469,0.066805083
839,0,839,1,1.363245,-26.735496,12.185153,6.0925765 Kilometer,6092.5765,838,,,,,0.899204373,0.064336843
840,0,840,1,13.939246,-22.706918,12.156193,6.0780965 Kilometer,6078.0965,839,,,,,0.910598557,0.065955551
841,0,841,1,35.271769,-54.291906,12.155255,6.0776275 Kilometer,6077.6275,840,,,,,1.000254347,0.078394995
842,0,842,1,19.338918,-42.296884,12.148686,6.074343 Kilometer,6074.343,841,,,,,0.92338194,0.067757363
843,0,843,1,20.760401,-32.616089,12.141915,6.0709575 Kilometer,6070.9575,842,,,,,0.927251941,0.068297487
844,0,844,1,25.208297,-57.546263,12.13594,6.06797 Kilometer,6067.97,843,,,,,0.94316204,0.070515692
845,0,845,1,35.175638,-44.878496,12.093063,6.0465315 Kilometer,6046.5315,844,,,,,0.994457996,0.077502775
846,0,846,1,-7.56992,-73.968161,12.091458,6.045729 Kilometer,6045.729,845,,,,,0.896089431,0.063889961
847,0,847,1,34.722652,-27.036573,12.09102,6.04551 Kilometer,6045.51,846,,,,,0.99114112,0.077049674
848,0,848,1,22.165202,-22.10136,12.084946,6.042473 Kilometer,6042.473,847,,,,,0.927601028,0.068313319
849,0,849,1,13.801672,-72.505604,12.066225,6.0331125 Kilometer,6033.1125,848,,,,,0.903584788,0.064944208
850,0,850,1,11.097788,-74.103608,12.066211,6.0331055 Kilometer,6033.1055,849,,,,,0.898803369,0.064270805
851,0,851,1,33.991701,-31.278602,12.039997,6.0199985 Kilometer,6019.9985,850,,,,,0.982052019,0.075737333
852,0,852,1,13.453918,-47.077761,12.011663,6.0058315 Kilometer,6005.8315,851,,,,,0.898823168,0.064263564
853,0,853,1,33.451636,-63.247478,12.000565,6.0002825 Kilometer,6000.2825,852,,,,,0.975339822,0.074770151
854,0,854,1,15.704214,-41.50596,11.99915,5.999575 Kilometer,5999.575,853,,,,,0.902599052,0.064788281
855,0,855,1,8.079301,-47.030715,11.980595,5.9902975 Kilometer,5990.2975,854,,,,,0.88841923,0.062800273
856,0,856,1,9.397144,-58.485663,11.963368,5.981684 Kilometer,5981.684,855,,,,,0.88872522,0.062841583
857,0,857,1,6.962012,-30.632944,11.959057,5.9795285 Kilometer,5979.5285,856,,,,,0.88567382,0.062413786
858,0,858,1,20.165449,-65.314616,11.929284,5.964642 Kilometer,5964.642,857,,,,,0.909163268,0.065671072
859,0,859,1,18.660209,-46.46126,11.918056,5.959028 Kilometer,5959.028,858,,,,,0.903928414,0.064943416
860,0,860,1,11.090122,-43.12636,11.899658,5.949829 Kilometer,5949.829,859,,,,,0.886384593,0.062506957
861,0,861,1,-10.653215,-67.853569,11.899113,5.9495565 Kilometer,5949.5565,860,,,,,0.885686381,0.062409763
862,0,862,1,7.230493,-60.994209,11.887725,5.9438625 Kilometer,5943.8625,861,,,,,0.88064936,0.061707436
863,0,863,1,12.334858,-48.316385,11.863351,5.9316755 Kilometer,5931.6755,862,,,,,0.885704054,0.062406563
864,0,864,1,33.202219,-44.923323,11.833931,5.9169655 Kilometer,5916.9655,863,,,,,0.960235767,0.072499923
865,0,865,1,14.973176,-73.091384,11.776066,5.888033 Kilometer,5888.033,864,,,,,0.884226253,0.062183299
866,1,866,1,3.708533,-34.213762,11.772259,5.8861295 Kilometer,5886.1295,865,8062,3.619,-34.294,2.458,0.869521767,0.060159119
867,0,867,1,36.06671,-49.517136,11.767373,5.8836865 Kilometer,5883.6865,866,,,,,0.973917179,0.074206317
868,0,868,1,32.98951,-54.984501,11.763579,5.8817895 Kilometer,5881.7895,867,,,,,0.953220764,0.071467326
869,0,869,1,-7.73869,-59.777361,11.758273,5.8791365 Kilometer,5879.1365,868,,,,,0.871569847,0.060441054
870,0,870,1,33.778254,-60.442161,11.749685,5.8748425 Kilometer,5874.8425,869,,,,,0.957006962,0.071948354
871,0,871,1,15.622081,-70.707642,11.725599,5.8627995 Kilometer,5862.7995,870,,,,,0.881838603,0.061842744
872,0,872,1,-6.299282,-49.402762,11.72546,5.86273 Kilometer,5862.73,871,,,,,0.867786766,0.059918556
873,0,873,1,3.149031,-38.135351,11.724636,5.862318 Kilometer,5862.318,872,,,,,0.86575059,0.05963847
874,0,874,1,28.221878,-64.028081,11.717207,5.8586035 Kilometer,5858.6035,873,,,,,0.923790396,0.067496813
875,0,875,1,6.545221,-52.662435,11.715475,5.8577375 Kilometer,5857.7375,874,,,,,0.867258266,0.059845459
876,0,876,1,-0.669237,-57.675463,11.688372,5.844186 Kilometer,5844.186,875,,,,,0.862449465,0.059184503
877,0,877,1,32.254023,-70.172206,11.67217,5.836085 Kilometer,5836.085,876,,,,,0.941439848,0.069785033
878,0,878,1,36.040728,-44.422447,11.668248,5.834124 Kilometer,5834.124,877,,,,,0.965527932,0.07293712
879,0,879,1,-1.731157,-49.665546,11.665116,5.832558 Kilometer,5832.558,878,,,,,0.860900638,0.058972117
880,0,880,1,17.773174,-65.294343,11.661562,5.830781 Kilometer,5830.781,879,,,,,0.88213626,0.061861808
881,0,881,1,15.666702,-41.22623,11.660513,5.8302565 Kilometer,5830.2565,880,,,,,0.877041483,0.061171278
882,0,882,1,9.008786,-41.54706,11.651555,5.8257775 Kilometer,5825.7775,881,,,,,0.865080598,0.05954273
883,0,883,1,20.208384,-61.990247,11.651399,5.8256995 Kilometer,5825.6995,882,,,,,0.888111866,0.062664108
884,0,884,1,9.159545,-32.135363,11.646658,5.823329 Kilometer,5823.329,883,,,,,0.864900655,0.059517725
885,0,885,1,5.259771,-23.786362,11.640061,5.8200305 Kilometer,5820.0305,884,,,,,0.860672241,0.058940441
886,0,886,1,34.101583,-58.861389,11.632024,5.816012 Kilometer,5816.012,885,,,,,0.949474642,0.070782711
887,0,887,1,14.726525,-73.134951,11.617311,5.8086555 Kilometer,5808.6555,886,,,,,0.871794916,0.060448798
888,0,888,1,-7.78523,-61.509359,11.543064,5.771532 Kilometer,5771.532,887,,,,,0.855664247,0.05825496
889,0,889,1,33.492766,-63.574602,11.532134,5.766067 Kilometer,5766.067,888,,,,,0.937518376,0.069078956
890,0,890,1,2.97748,-51.792367,11.531113,5.7655565 Kilometer,5765.5565,889,,,,,0.851391365,0.057676419
891,0,891,1,30.815067,-65.381179,11.511688,5.755844 Kilometer,5755.844,890,,,,,0.920520441,0.066840932
892,0,892,1,2.224383,-26.25661,11.495473,5.7477365 Kilometer,5747.7365,891,,,,,0.848506355,0.057286226
